Mercado,Fabricante,Segmento,Data,KG,R$,Unidades,Ticket Médio,Preço por KG,Peso Médio
AREA I - INA,FABRICANTE 1,BOMBOM,2015-01-01,6.9,193.5,61.8,3.1310679611650487,28.043478260869563,0.11165048543689321
AREA I - INA,FABRICANTE 1,BOMBOM,2015-02-01,5.2,149.1,78.3,1.9042145593869733,28.67307692307692,0.06641123882503193
AREA I - INA,FABRICANTE 1,BOMBOM,2015-03-01,8.1,199.3,50.8,3.9232283464566935,24.60493827160494,0.1594488188976378
AREA I - INA,FABRICANTE 1,BOMBOM,2015-04-01,10.2,249.3,61.1,4.080196399345335,24.44117647058824,0.1669394435351882
AREA I - INA,FABRICANTE 1,BOMBOM,2015-05-01,4.8,130.5,36.4,3.5851648351648353,27.1875,0.13186813186813187
AREA I - INA,FABRICANTE 1,BOMBOM,2015-06-01,8.7,245.6,120.9,2.031430934656741,28.229885057471265,0.07196029776674936
AREA I - INA,FABRICANTE 1,BOMBOM,2015-07-01,10.8,301.4,91.8,3.2832244008714597,27.907407407407405,0.11764705882352942
AREA I - INA,FABRICANTE 1,BOMBOM,2015-08-01,6.4,170.3,43.6,3.9059633027522938,26.609375,0.14678899082568808
AREA I - INA,FABRICANTE 1,BOMBOM,2015-09-01,5.3,150.7,52.0,2.898076923076923,28.433962264150942,0.10192307692307692
AREA I - INA,FABRICANTE 1,BOMBOM,2015-10-01,5.2,151.1,42.9,3.5221445221445222,29.057692307692307,0.12121212121212122
AREA I - INA,FABRICANTE 1,BOMBOM,2015-11-01,4.7,142.1,51.8,2.7432432432432434,30.234042553191486,0.09073359073359075
AREA I - INA,FABRICANTE 1,BOMBOM,2015-12-01,4.9,149.0,52.4,2.8435114503816794,30.408163265306122,0.09351145038167939
AREA I - INA,FABRICANTE 1,BOMBOM,2016-01-01,4.6,138.8,41.8,3.3205741626794265,30.173913043478265,0.11004784688995216
AREA I - INA,FABRICANTE 1,BOMBOM,2016-02-01,2.4,75.8,12.5,6.064,31.583333333333332,0.192
AREA I - INA,FABRICANTE 1,BOMBOM,2016-03-01,4.7,150.8,39.0,3.866666666666667,32.08510638297872,0.12051282051282051
AREA I - INA,FABRICANTE 1,BOMBOM,2016-04-01,10.8,348.2,64.7,5.381761978361669,32.24074074074074,0.16692426584234932
AREA I - INA,FABRICANTE 1,BOMBOM,2016-05-01,5.9,180.0,94.2,1.910828025477707,30.508474576271183,0.06263269639065817
AREA I - INA,FABRICANTE 1,BOMBOM,2016-06-01,5.6,174.1,47.2,3.688559322033898,31.089285714285715,0.11864406779661016
AREA I - INA,FABRICANTE 1,BOMBOM,2016-07-01,5.7,170.3,50.2,3.3924302788844622,29.87719298245614,0.11354581673306773
AREA I - INA,FABRICANTE 1,BOMBOM,2016-08-01,8.3,252.0,93.6,2.6923076923076925,30.361445783132528,0.0886752136752137
AREA I - INA,FABRICANTE 1,BOMBOM,2016-09-01,6.3,215.1,102.2,2.1046966731898236,34.142857142857146,0.06164383561643835
AREA I - INA,FABRICANTE 1,BOMBOM,2016-10-01,7.5,243.4,73.6,3.3070652173913047,32.45333333333333,0.10190217391304349
AREA I - INA,FABRICANTE 1,BOMBOM,2016-11-01,5.6,182.6,64.0,2.853125,32.60714285714286,0.0875
AREA I - INA,FABRICANTE 1,BOMBOM,2016-12-01,8.5,279.6,94.6,2.9556025369978864,32.89411764705883,0.08985200845665962
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-01-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-02-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-03-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-04-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-05-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-06-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-07-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-08-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-09-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-10-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-11-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2015-12-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-01-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-02-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-03-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-04-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-05-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-06-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-07-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-08-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-09-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-10-01,0.0,0.0,0.0,,,
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-11-01,0.0,0.1,0.1,1.0,inf,0.0
AREA I - INA,FABRICANTE 1,CANDY BAR,2016-12-01,0.0,1.4,1.0,1.4,inf,0.0
AREA I - INA,FABRICANTE 1,CONFEITO,2015-01-01,0.9,44.8,44.0,1.018181818181818,49.77777777777777,0.020454545454545454
AREA I - INA,FABRICANTE 1,CONFEITO,2015-02-01,0.5,20.9,23.7,0.8818565400843882,41.8,0.02109704641350211
AREA I - INA,FABRICANTE 1,CONFEITO,2015-03-01,0.6,26.1,31.0,0.8419354838709678,43.50000000000001,0.01935483870967742
AREA I - INA,FABRICANTE 1,CONFEITO,2015-04-01,0.6,25.3,20.0,1.2650000000000001,42.16666666666667,0.03
AREA I - INA,FABRICANTE 1,CONFEITO,2015-05-01,0.7,25.3,20.8,1.2163461538461537,36.142857142857146,0.03365384615384615
AREA I - INA,FABRICANTE 1,CONFEITO,2015-06-01,0.7,30.4,26.9,1.1301115241635689,43.42857142857143,0.026022304832713755
AREA I - INA,FABRICANTE 1,CONFEITO,2015-07-01,0.8,33.0,27.9,1.1827956989247312,41.25,0.028673835125448032
AREA I - INA,FABRICANTE 1,CONFEITO,2015-08-01,0.7,26.9,17.6,1.5284090909090906,38.42857142857143,0.039772727272727265
AREA I - INA,FABRICANTE 1,CONFEITO,2015-09-01,0.9,42.4,28.9,1.467128027681661,47.11111111111111,0.03114186851211073
AREA I - INA,FABRICANTE 1,CONFEITO,2015-10-01,0.9,46.1,42.0,1.0976190476190477,51.22222222222222,0.02142857142857143
AREA I - INA,FABRICANTE 1,CONFEITO,2015-11-01,0.9,47.6,43.2,1.1018518518518519,52.888888888888886,0.020833333333333332
AREA I - INA,FABRICANTE 1,CONFEITO,2015-12-01,0.6,25.4,14.7,1.727891156462585,42.333333333333336,0.04081632653061225
AREA I - INA,FABRICANTE 1,CONFEITO,2016-01-01,0.3,15.6,11.7,1.3333333333333335,52.0,0.02564102564102564
AREA I - INA,FABRICANTE 1,CONFEITO,2016-02-01,0.5,24.4,21.0,1.1619047619047618,48.8,0.023809523809523808
AREA I - INA,FABRICANTE 1,CONFEITO,2016-03-01,1.2,54.8,39.5,1.3873417721518986,45.666666666666664,0.030379746835443037
AREA I - INA,FABRICANTE 1,CONFEITO,2016-04-01,0.6,26.0,17.8,1.4606741573033708,43.333333333333336,0.033707865168539325
AREA I - INA,FABRICANTE 1,CONFEITO,2016-05-01,0.8,31.4,19.8,1.5858585858585856,39.24999999999999,0.04040404040404041
AREA I - INA,FABRICANTE 1,CONFEITO,2016-06-01,0.6,35.4,28.5,1.2421052631578946,59.0,0.021052631578947368
AREA I - INA,FABRICANTE 1,CONFEITO,2016-07-01,0.5,27.3,17.4,1.5689655172413794,54.6,0.02873563218390805
AREA I - INA,FABRICANTE 1,CONFEITO,2016-08-01,0.6,29.8,26.5,1.1245283018867924,49.66666666666667,0.022641509433962263
AREA I - INA,FABRICANTE 1,CONFEITO,2016-09-01,0.7,29.8,24.6,1.2113821138211383,42.57142857142858,0.028455284552845524
AREA I - INA,FABRICANTE 1,CONFEITO,2016-10-01,0.5,28.4,20.3,1.399014778325123,56.8,0.02463054187192118
AREA I - INA,FABRICANTE 1,CONFEITO,2016-11-01,0.9,46.4,32.0,1.45,51.55555555555555,0.028125
AREA I - INA,FABRICANTE 1,CONFEITO,2016-12-01,0.8,41.4,26.0,1.5923076923076922,51.74999999999999,0.03076923076923077
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-01-01,5.9,276.5,331.2,0.8348429951690821,46.86440677966102,0.01781400966183575
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-02-01,11.4,482.6,631.0,0.7648177496038036,42.333333333333336,0.018066561014263075
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-03-01,12.5,498.4,717.8,0.694343828364447,39.872,0.01741432153803288
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-04-01,13.3,502.9,757.3,0.6640697213785818,37.81203007518797,0.017562392710946787
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-05-01,8.8,365.1,509.8,0.7161632012553943,41.48863636363636,0.017261671243624953
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-06-01,8.3,348.6,515.4,0.6763678696158324,42.0,0.016103996895615057
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-07-01,9.5,371.8,574.1,0.6476223654415607,39.136842105263156,0.016547639784009752
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-08-01,10.0,377.8,595.7,0.634211851603156,37.78,0.016786973308712438
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-09-01,8.4,327.9,514.0,0.6379377431906614,39.035714285714285,0.01634241245136187
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-10-01,7.2,272.7,428.5,0.6364060676779463,37.875,0.01680280046674446
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-11-01,7.3,301.8,448.1,0.673510377147958,41.34246575342466,0.016291006471769693
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2015-12-01,5.6,247.4,344.3,0.7185593958756898,44.17857142857143,0.016264885274469936
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-01-01,6.7,274.3,400.8,0.6843812375249501,40.940298507462686,0.016716566866267466
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-02-01,4.6,193.4,268.4,0.7205663189269748,42.04347826086957,0.01713859910581222
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-03-01,5.0,217.5,269.2,0.8079494799405647,43.5,0.018573551263001486
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-04-01,6.5,290.6,351.9,0.8258027848820689,44.70769230769231,0.01847115657857346
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-05-01,5.3,228.8,286.0,0.8,43.16981132075472,0.01853146853146853
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-06-01,8.2,361.8,404.8,0.8937747035573123,44.1219512195122,0.02025691699604743
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-07-01,9.8,387.8,430.7,0.9003947062920827,39.57142857142857,0.02275365683770606
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-08-01,11.1,451.8,477.5,0.9461780104712042,40.7027027027027,0.02324607329842932
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-09-01,9.5,382.2,414.4,0.9222972972972974,40.23157894736842,0.022924710424710427
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-10-01,10.1,426.9,447.1,0.9548199507940057,42.26732673267327,0.02259002460299709
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-11-01,6.5,299.4,304.6,0.9829284307288245,46.06153846153846,0.021339461588969138
AREA I - INA,FABRICANTE 1,FORMATO VARIADO,2016-12-01,8.6,399.7,401.5,0.9955168119551681,46.47674418604651,0.02141967621419676
AREA I - INA,FABRICANTE 1,TABLETE,2015-01-01,13.9,458.3,374.7,1.2231118227915667,32.97122302158273,0.037096343741659994
AREA I - INA,FABRICANTE 1,TABLETE,2015-02-01,12.3,392.2,339.8,1.1542083578575633,31.886178861788615,0.03619776339022955
AREA I - INA,FABRICANTE 1,TABLETE,2015-03-01,17.6,546.5,377.1,1.4492177141341818,31.05113636363636,0.046671970299655266
AREA I - INA,FABRICANTE 1,TABLETE,2015-04-01,20.1,648.0,346.3,1.8712099335835979,32.23880597014925,0.05804215997689865
AREA I - INA,FABRICANTE 1,TABLETE,2015-05-01,17.4,584.1,389.5,1.499614890885751,33.56896551724138,0.04467265725288831
AREA I - INA,FABRICANTE 1,TABLETE,2015-06-01,17.3,555.4,355.7,1.5614281698060164,32.104046242774565,0.048636491425358454
AREA I - INA,FABRICANTE 1,TABLETE,2015-07-01,14.5,484.3,294.8,1.64280868385346,33.4,0.04918588873812754
AREA I - INA,FABRICANTE 1,TABLETE,2015-08-01,16.2,557.5,364.5,1.5294924554183813,34.41358024691358,0.04444444444444444
AREA I - INA,FABRICANTE 1,TABLETE,2015-09-01,14.4,499.0,361.1,1.381888673497646,34.65277777777778,0.03987815009692606
AREA I - INA,FABRICANTE 1,TABLETE,2015-10-01,15.2,533.4,338.9,1.5739156093242845,35.0921052631579,0.04485098849218058
AREA I - INA,FABRICANTE 1,TABLETE,2015-11-01,13.5,462.9,308.8,1.4990284974093262,34.288888888888884,0.04371761658031088
AREA I - INA,FABRICANTE 1,TABLETE,2015-12-01,12.6,462.0,313.3,1.4746249601021384,36.666666666666664,0.040217044366421956
AREA I - INA,FABRICANTE 1,TABLETE,2016-01-01,10.8,381.8,224.7,1.6991544281263908,35.35185185185185,0.048064085447263025
AREA I - INA,FABRICANTE 1,TABLETE,2016-02-01,9.9,347.9,213.6,1.62874531835206,35.14141414141414,0.046348314606741575
AREA I - INA,FABRICANTE 1,TABLETE,2016-03-01,8.8,338.6,237.7,1.4244846445098867,38.47727272727273,0.0370214556163231
AREA I - INA,FABRICANTE 1,TABLETE,2016-04-01,14.9,561.0,291.1,1.927172792854689,37.651006711409394,0.05118515973892133
AREA I - INA,FABRICANTE 1,TABLETE,2016-05-01,11.4,481.3,220.6,2.1817769718948323,42.219298245614034,0.051677243880326386
AREA I - INA,FABRICANTE 1,TABLETE,2016-06-01,12.9,547.8,188.5,2.906100795755968,42.46511627906976,0.06843501326259947
AREA I - INA,FABRICANTE 1,TABLETE,2016-07-01,14.6,618.0,249.1,2.4809313528703334,42.32876712328767,0.0586109995985548
AREA I - INA,FABRICANTE 1,TABLETE,2016-08-01,17.9,748.4,253.7,2.949940875049271,41.81005586592179,0.07055577453685455
AREA I - INA,FABRICANTE 1,TABLETE,2016-09-01,15.3,656.8,231.3,2.839602248162559,42.928104575163395,0.06614785992217899
AREA I - INA,FABRICANTE 1,TABLETE,2016-10-01,14.8,643.8,219.6,2.931693989071038,43.49999999999999,0.06739526411657559
AREA I - INA,FABRICANTE 1,TABLETE,2016-11-01,14.6,620.0,216.9,2.8584601198709083,42.465753424657535,0.06731212540341171
AREA I - INA,FABRICANTE 1,TABLETE,2016-12-01,14.1,621.2,194.1,3.2004121586810927,44.05673758865249,0.07264296754250386
AREA I - INA,FABRICANTE 10,SNACK,2015-01-01,3.1,67.5,24.7,2.7327935222672064,21.774193548387096,0.12550607287449395
AREA I - INA,FABRICANTE 10,SNACK,2015-02-01,5.4,117.7,43.1,2.730858468677494,21.796296296296294,0.12529002320185614
AREA I - INA,FABRICANTE 10,SNACK,2015-03-01,4.0,88.2,32.1,2.7476635514018692,22.05,0.12461059190031153
AREA I - INA,FABRICANTE 10,SNACK,2015-04-01,3.8,79.7,29.8,2.674496644295302,20.97368421052632,0.12751677852348992
AREA I - INA,FABRICANTE 10,SNACK,2015-05-01,4.2,86.9,33.6,2.5863095238095237,20.69047619047619,0.125
AREA I - INA,FABRICANTE 10,SNACK,2015-06-01,3.1,64.1,24.5,2.6163265306122447,20.677419354838708,0.12653061224489795
AREA I - INA,FABRICANTE 10,SNACK,2015-07-01,3.8,81.1,30.3,2.6765676567656764,21.342105263157894,0.1254125412541254
AREA I - INA,FABRICANTE 10,SNACK,2015-08-01,3.5,75.9,27.8,2.73021582733813,21.685714285714287,0.12589928057553956
AREA I - INA,FABRICANTE 10,SNACK,2015-09-01,2.9,68.8,23.3,2.952789699570815,23.724137931034484,0.12446351931330471
AREA I - INA,FABRICANTE 10,SNACK,2015-10-01,4.2,94.9,33.0,2.875757575757576,22.595238095238095,0.1272727272727273
AREA I - INA,FABRICANTE 10,SNACK,2015-11-01,5.2,114.7,41.6,2.7572115384615383,22.057692307692307,0.125
AREA I - INA,FABRICANTE 10,SNACK,2015-12-01,4.2,93.3,33.2,2.8102409638554215,22.21428571428571,0.12650602409638553
AREA I - INA,FABRICANTE 10,SNACK,2016-01-01,2.7,62.1,21.1,2.943127962085308,23.0,0.12796208530805686
AREA I - INA,FABRICANTE 10,SNACK,2016-02-01,3.1,69.9,24.9,2.807228915662651,22.548387096774196,0.1244979919678715
AREA I - INA,FABRICANTE 10,SNACK,2016-03-01,2.4,53.9,18.6,2.897849462365591,22.458333333333332,0.12903225806451613
AREA I - INA,FABRICANTE 10,SNACK,2016-04-01,2.3,55.4,18.2,3.043956043956044,24.086956521739133,0.12637362637362637
AREA I - INA,FABRICANTE 10,SNACK,2016-05-01,2.0,44.1,15.6,2.826923076923077,22.05,0.12820512820512822
AREA I - INA,FABRICANTE 10,SNACK,2016-06-01,2.6,61.1,20.6,2.966019417475728,23.5,0.1262135922330097
AREA I - INA,FABRICANTE 10,SNACK,2016-07-01,1.9,46.8,15.1,3.0993377483443707,24.63157894736842,0.12582781456953643
AREA I - INA,FABRICANTE 10,SNACK,2016-08-01,2.1,53.9,16.5,3.2666666666666666,25.666666666666664,0.1272727272727273
AREA I - INA,FABRICANTE 10,SNACK,2016-09-01,2.3,60.7,18.5,3.2810810810810813,26.39130434782609,0.12432432432432432
AREA I - INA,FABRICANTE 10,SNACK,2016-10-01,2.3,62.4,18.3,3.4098360655737703,27.1304347826087,0.1256830601092896
AREA I - INA,FABRICANTE 10,SNACK,2016-11-01,2.0,53.1,15.8,3.3607594936708862,26.55,0.12658227848101264
AREA I - INA,FABRICANTE 10,SNACK,2016-12-01,1.5,41.0,11.6,3.53448275862069,27.333333333333332,0.12931034482758622
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-01-01,36.6,1252.5,775.7,1.6146706200850844,34.221311475409834,0.0471831893773366
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-02-01,40.2,1371.6,868.3,1.5796383738339284,34.11940298507462,0.046297362662674195
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-03-01,40.5,1402.3,876.5,1.5998859098687963,34.62469135802469,0.04620650313747861
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-04-01,40.1,1391.7,897.0,1.551505016722408,34.70573566084788,0.044704570791527315
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-05-01,42.4,1486.1,959.2,1.5493119266055044,35.04952830188679,0.04420350291909925
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-06-01,40.4,1427.8,875.8,1.6302808860470428,35.34158415841584,0.04612925325416762
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-07-01,45.4,1622.7,964.9,1.6817286765467925,35.74229074889868,0.04705150792828272
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-08-01,47.5,1700.1,1041.4,1.6325139235644324,35.79157894736842,0.04561167658920683
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-09-01,45.5,1607.8,961.1,1.6728748309229007,35.33626373626374,0.04734158776402039
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-10-01,47.1,1650.7,982.5,1.6801017811704835,35.046709129511676,0.04793893129770992
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-11-01,50.0,1812.2,1040.2,1.7421649682753317,36.244,0.04806767929244376
AREA I - INA,FABRICANTE 11,CANDY BAR,2015-12-01,53.2,1866.6,1132.2,1.6486486486486485,35.08646616541353,0.046988164635223456
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-01-01,45.3,1681.4,932.4,1.8033033033033035,37.11699779249449,0.04858429858429858
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-02-01,46.6,1776.9,971.9,1.8282745138388725,38.13090128755365,0.04794731968309497
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-03-01,50.8,1959.1,1067.2,1.835738380809595,38.56496062992126,0.047601199400299846
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-04-01,48.4,1905.2,1023.9,1.8607285867760524,39.36363636363637,0.04727024123449555
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-05-01,49.1,1942.8,1044.6,1.8598506605399197,39.568228105906314,0.04700363775607889
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-06-01,57.0,2244.6,1193.4,1.8808446455505277,39.37894736842105,0.04776269482151835
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-07-01,56.0,2287.8,1156.1,1.9788945592941791,40.853571428571435,0.048438716374016096
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-08-01,67.8,2877.8,1360.8,2.114785420340976,42.44542772861357,0.04982363315696649
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-09-01,67.0,2772.7,1329.8,2.085050383516318,41.383582089552235,0.050383516318243345
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-10-01,61.5,2632.1,1229.3,2.141137232571382,42.798373983739836,0.05002847148783861
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-11-01,62.4,2751.6,1232.9,2.2318111768999915,44.09615384615385,0.050612377321761694
AREA I - INA,FABRICANTE 11,CANDY BAR,2016-12-01,60.9,2696.9,1182.7,2.280290859896846,44.28407224958949,0.05149234801724867
AREA I - INA,FABRICANTE 11,CONFEITO,2015-01-01,31.3,1535.5,604.0,2.5422185430463577,49.05750798722045,0.051821192052980136
AREA I - INA,FABRICANTE 11,CONFEITO,2015-02-01,29.7,1431.7,560.1,2.556150687377254,48.20538720538721,0.0530262453133369
AREA I - INA,FABRICANTE 11,CONFEITO,2015-03-01,28.9,1439.6,546.7,2.6332540698737876,49.813148788927336,0.05286263032741905
AREA I - INA,FABRICANTE 11,CONFEITO,2015-04-01,30.2,1500.2,552.2,2.716769286490402,49.675496688741724,0.05469032959072799
AREA I - INA,FABRICANTE 11,CONFEITO,2015-05-01,30.7,1503.1,541.6,2.775295420974889,48.96091205211726,0.05668389955686853
AREA I - INA,FABRICANTE 11,CONFEITO,2015-06-01,31.9,1540.9,545.6,2.8242302052785924,48.30407523510972,0.05846774193548387
AREA I - INA,FABRICANTE 11,CONFEITO,2015-07-01,32.9,1619.7,568.9,2.8470732993496224,49.23100303951368,0.057830901740200384
AREA I - INA,FABRICANTE 11,CONFEITO,2015-08-01,33.8,1674.7,606.3,2.76216394524163,49.54733727810651,0.05574797954807851
AREA I - INA,FABRICANTE 11,CONFEITO,2015-09-01,38.5,1833.9,673.3,2.723748700430715,47.63376623376624,0.057181048566760734
AREA I - INA,FABRICANTE 11,CONFEITO,2015-10-01,41.9,1844.2,762.6,2.4183057959611856,44.014319809069214,0.05494361395226855
AREA I - INA,FABRICANTE 11,CONFEITO,2015-11-01,37.9,1895.0,679.5,2.788815305371597,50.0,0.055776306107431936
AREA I - INA,FABRICANTE 11,CONFEITO,2015-12-01,43.7,2038.0,723.3,2.817641365961565,46.63615560640732,0.06041753076178626
AREA I - INA,FABRICANTE 11,CONFEITO,2016-01-01,38.7,1899.9,635.9,2.9877339204277407,49.093023255813954,0.060858625570058195
AREA I - INA,FABRICANTE 11,CONFEITO,2016-02-01,36.7,1919.3,647.8,2.962797159617166,52.29700272479563,0.05665328805186787
AREA I - INA,FABRICANTE 11,CONFEITO,2016-03-01,41.3,2152.5,668.8,3.2184509569377995,52.118644067796616,0.06175239234449761
AREA I - INA,FABRICANTE 11,CONFEITO,2016-04-01,46.3,2302.2,701.5,3.2818246614397717,49.72354211663067,0.06600142551674981
AREA I - INA,FABRICANTE 11,CONFEITO,2016-05-01,43.5,2210.9,720.2,3.0698417106359344,50.825287356321844,0.06039988891974451
AREA I - INA,FABRICANTE 11,CONFEITO,2016-06-01,46.1,2360.5,754.5,3.1285619615639497,51.20390455531453,0.06110006626905235
AREA I - INA,FABRICANTE 11,CONFEITO,2016-07-01,47.2,2421.1,771.9,3.1365461847389557,51.29449152542372,0.06114781707475062
AREA I - INA,FABRICANTE 11,CONFEITO,2016-08-01,49.5,2577.5,842.7,3.058621098848938,52.07070707070707,0.058739765040939834
AREA I - INA,FABRICANTE 11,CONFEITO,2016-09-01,41.3,2271.1,733.0,3.098362892223738,54.99031476997579,0.056343792633015005
AREA I - INA,FABRICANTE 11,CONFEITO,2016-10-01,35.1,2079.7,676.0,3.076479289940828,59.25071225071224,0.051923076923076926
AREA I - INA,FABRICANTE 11,CONFEITO,2016-11-01,31.5,1882.0,589.2,3.194161575016972,59.74603174603175,0.05346232179226069
AREA I - INA,FABRICANTE 11,CONFEITO,2016-12-01,44.1,2351.8,681.7,3.4499046501393575,53.32879818594105,0.06469121314361155
AREA I - INA,FABRICANTE 12,BOMBOM,2015-01-01,241.9,4991.400000000001,653.9000000000001,7.633277259519804,20.634146341463417,0.3699342407095886
AREA I - INA,FABRICANTE 12,BOMBOM,2015-02-01,117.10000000000001,2581.7999999999997,318.1,8.116315624017602,22.047822374039278,0.36812323168814837
AREA I - INA,FABRICANTE 12,BOMBOM,2015-03-01,167.10000000000002,3628.1,461.8,7.85643135556518,21.712148414123277,0.36184495452576876
AREA I - INA,FABRICANTE 12,BOMBOM,2015-04-01,416.5,9180.6,1164.8,7.881696428571429,22.042256902761107,0.3575721153846154
AREA I - INA,FABRICANTE 12,BOMBOM,2015-05-01,136.60000000000002,3109.2000000000003,383.6,8.10531803962461,22.76134699853587,0.3561001042752868
AREA I - INA,FABRICANTE 12,BOMBOM,2015-06-01,110.6,2553.6,312.4,8.174135723431498,23.088607594936708,0.354033290653009
AREA I - INA,FABRICANTE 12,BOMBOM,2015-07-01,105.8,2530.6,300.0,8.435333333333332,23.918714555765597,0.3526666666666667
AREA I - INA,FABRICANTE 12,BOMBOM,2015-08-01,116.5,2781.5,331.2,8.398248792270532,23.875536480686694,0.3517512077294686
AREA I - INA,FABRICANTE 12,BOMBOM,2015-09-01,135.0,3078.0,390.9,7.874136607828089,22.8,0.34535686876438987
AREA I - INA,FABRICANTE 12,BOMBOM,2015-10-01,121.5,2890.7000000000003,346.0,8.354624277456649,23.791769547325107,0.3511560693641618
AREA I - INA,FABRICANTE 12,BOMBOM,2015-11-01,129.3,3149.1,376.0,8.375265957446809,24.354988399071924,0.3438829787234043
AREA I - INA,FABRICANTE 12,BOMBOM,2015-12-01,178.3,4099.7,512.1,8.005662956453817,22.993269770050475,0.34817418472954503
AREA I - INA,FABRICANTE 12,BOMBOM,2016-01-01,187.6,4680.3,546.0,8.571978021978023,24.948294243070364,0.3435897435897436
AREA I - INA,FABRICANTE 12,BOMBOM,2016-02-01,108.4,2766.3999999999996,314.0,8.810191082802547,25.520295202952024,0.34522292993630577
AREA I - INA,FABRICANTE 12,BOMBOM,2016-03-01,152.7,4117.1,526.7,7.81678374786406,26.962017026850038,0.2899183595974938
