Mercado,Fabricante,Segmento,Data,KG,R$,Unidades,Ticket Médio,Preço por KG,Peso Médio
AREA V - INA,FABRICANTE 13,FORMATO VARIADO,2016-08-01,1.6,106.8,24.1,4.431535269709543,66.75,0.06639004149377593
AREA V - INA,FABRICANTE 13,FORMATO VARIADO,2016-09-01,1.6,107.2,31.3,3.4249201277955272,67.0,0.05111821086261981
AREA V - INA,FABRICANTE 13,FORMATO VARIADO,2016-10-01,1.2,94.7,25.8,3.6705426356589146,78.91666666666667,0.046511627906976744
AREA V - INA,FABRICANTE 13,FORMATO VARIADO,2016-11-01,1.8,121.3,27.7,4.379061371841155,67.38888888888889,0.06498194945848376
AREA V - INA,FABRICANTE 13,FORMATO VARIADO,2016-12-01,2.0,122.7,28.6,4.29020979020979,61.35,0.06993006993006992
AREA V - INA,FABRICANTE 13,OVINHO,2015-01-01,0.0,6.7,2.3,2.91304347826087,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2015-02-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-03-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-04-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-05-01,0.0,0.6,0.2,2.9999999999999996,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2015-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-07-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-08-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-09-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-10-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-11-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2015-12-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2016-01-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2016-02-01,0.0,0.8,0.2,4.0,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2016-03-01,0.0,2.5,0.5,5.0,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2016-04-01,0.0,1.6,0.4,4.0,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2016-05-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2016-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,OVINHO,2016-07-01,0.0,3.7,0.6,6.166666666666667,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2016-08-01,0.0,6.2,0.9,6.888888888888889,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2016-09-01,0.0,6.2,0.9,6.888888888888889,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2016-10-01,0.0,6.2,0.9,6.888888888888889,inf,0.0
AREA V - INA,FABRICANTE 13,OVINHO,2016-11-01,0.1,25.3,4.1,6.170731707317074,253.0,0.02439024390243903
AREA V - INA,FABRICANTE 13,OVINHO,2016-12-01,0.1,27.5,5.2,5.288461538461538,275.0,0.019230769230769232
AREA V - INA,FABRICANTE 13,SNACK,2015-01-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,SNACK,2015-02-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,SNACK,2015-03-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,SNACK,2015-04-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,SNACK,2015-05-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,SNACK,2015-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 13,SNACK,2015-07-01,0.1,3.2,1.0,3.2,32.0,0.1
AREA V - INA,FABRICANTE 13,SNACK,2015-08-01,0.3,7.0,2.1,3.333333333333333,23.333333333333336,0.14285714285714285
AREA V - INA,FABRICANTE 13,SNACK,2015-09-01,0.2,5.4,3.3,1.6363636363636365,27.0,0.060606060606060615
AREA V - INA,FABRICANTE 13,SNACK,2015-10-01,0.1,3.3,3.0,1.0999999999999999,32.99999999999999,0.03333333333333333
AREA V - INA,FABRICANTE 13,SNACK,2015-11-01,0.3,10.3,9.1,1.131868131868132,34.333333333333336,0.03296703296703297
AREA V - INA,FABRICANTE 13,SNACK,2015-12-01,0.4,12.2,10.3,1.1844660194174756,30.499999999999996,0.038834951456310676
AREA V - INA,FABRICANTE 13,SNACK,2016-01-01,0.4,10.9,9.1,1.197802197802198,27.25,0.04395604395604396
AREA V - INA,FABRICANTE 13,SNACK,2016-02-01,0.3,8.4,6.9,1.2173913043478262,28.000000000000004,0.043478260869565216
AREA V - INA,FABRICANTE 13,SNACK,2016-03-01,0.2,5.4,4.4,1.2272727272727273,27.0,0.045454545454545456
AREA V - INA,FABRICANTE 13,SNACK,2016-04-01,0.1,4.0,3.4,1.1764705882352942,40.0,0.029411764705882356
AREA V - INA,FABRICANTE 13,SNACK,2016-05-01,0.1,5.0,4.1,1.2195121951219514,50.0,0.02439024390243903
AREA V - INA,FABRICANTE 13,SNACK,2016-06-01,0.3,11.6,7.0,1.657142857142857,38.666666666666664,0.04285714285714286
AREA V - INA,FABRICANTE 13,SNACK,2016-07-01,0.6,26.1,13.6,1.9191176470588236,43.50000000000001,0.04411764705882353
AREA V - INA,FABRICANTE 13,SNACK,2016-08-01,1.0,41.8,19.6,2.1326530612244894,41.8,0.0510204081632653
AREA V - INA,FABRICANTE 13,SNACK,2016-09-01,1.7,63.9,29.9,2.137123745819398,37.588235294117645,0.0568561872909699
AREA V - INA,FABRICANTE 13,SNACK,2016-10-01,1.6,47.2,18.4,2.565217391304348,29.5,0.08695652173913045
AREA V - INA,FABRICANTE 13,SNACK,2016-11-01,2.3,67.1,22.8,2.9429824561403506,29.17391304347826,0.10087719298245613
AREA V - INA,FABRICANTE 13,SNACK,2016-12-01,1.6,43.1,14.9,2.8926174496644297,26.9375,0.10738255033557047
AREA V - INA,FABRICANTE 13,TABLETE,2015-01-01,13.6,386.4,95.7,4.037617554858934,28.41176470588235,0.14211076280041796
AREA V - INA,FABRICANTE 13,TABLETE,2015-02-01,12.6,354.9,92.9,3.820236813778256,28.166666666666664,0.13562970936490848
AREA V - INA,FABRICANTE 13,TABLETE,2015-03-01,17.9,480.3,164.0,2.928658536585366,26.832402234636874,0.10914634146341462
AREA V - INA,FABRICANTE 13,TABLETE,2015-04-01,22.4,533.3,119.0,4.481512605042016,23.808035714285715,0.18823529411764706
AREA V - INA,FABRICANTE 13,TABLETE,2015-05-01,12.8,379.3,110.2,3.441923774954628,29.6328125,0.11615245009074411
AREA V - INA,FABRICANTE 13,TABLETE,2015-06-01,13.6,419.4,122.8,3.4153094462540716,30.838235294117645,0.11074918566775244
AREA V - INA,FABRICANTE 13,TABLETE,2015-07-01,14.2,398.1,100.7,3.9533267130089373,28.035211267605636,0.141012909632572
AREA V - INA,FABRICANTE 13,TABLETE,2015-08-01,15.0,394.7,104.4,3.7806513409961684,26.313333333333333,0.14367816091954022
AREA V - INA,FABRICANTE 13,TABLETE,2015-09-01,13.3,384.0,101.8,3.7721021611001966,28.872180451127818,0.1306483300589391
AREA V - INA,FABRICANTE 13,TABLETE,2015-10-01,12.9,385.9,99.1,3.8940464177598386,29.91472868217054,0.1301715438950555
AREA V - INA,FABRICANTE 13,TABLETE,2015-11-01,10.7,352.0,94.4,3.7288135593220337,32.89719626168225,0.11334745762711863
AREA V - INA,FABRICANTE 13,TABLETE,2015-12-01,12.3,407.4,93.3,4.366559485530546,33.12195121951219,0.13183279742765275
AREA V - INA,FABRICANTE 13,TABLETE,2016-01-01,13.4,407.3,95.4,4.269392033542977,30.395522388059703,0.14046121593291405
AREA V - INA,FABRICANTE 13,TABLETE,2016-02-01,13.4,411.3,102.8,4.000972762645914,30.69402985074627,0.1303501945525292
AREA V - INA,FABRICANTE 13,TABLETE,2016-03-01,20.2,704.4,156.1,4.51249199231262,34.87128712871287,0.1294042280589366
AREA V - INA,FABRICANTE 13,TABLETE,2016-04-01,19.5,568.9,128.1,4.441061670569868,29.174358974358974,0.1522248243559719
AREA V - INA,FABRICANTE 13,TABLETE,2016-05-01,10.9,403.4,101.3,3.9822309970384993,37.0091743119266,0.10760118460019744
AREA V - INA,FABRICANTE 13,TABLETE,2016-06-01,16.5,566.9,139.5,4.063799283154122,34.35757575757576,0.11827956989247312
AREA V - INA,FABRICANTE 13,TABLETE,2016-07-01,15.8,534.3,169.0,3.1615384615384614,33.816455696202524,0.09349112426035504
AREA V - INA,FABRICANTE 13,TABLETE,2016-08-01,14.5,530.6,151.2,3.5092592592592595,36.59310344827586,0.0958994708994709
AREA V - INA,FABRICANTE 13,TABLETE,2016-09-01,16.9,608.8,191.4,3.180773249738767,36.023668639053255,0.0882967607105538
AREA V - INA,FABRICANTE 13,TABLETE,2016-10-01,18.7,624.8,159.0,3.9295597484276725,33.411764705882355,0.11761006289308176
AREA V - INA,FABRICANTE 13,TABLETE,2016-11-01,14.2,550.5,145.9,3.773132282385195,38.767605633802816,0.09732693625771076
AREA V - INA,FABRICANTE 13,TABLETE,2016-12-01,18.1,685.9,174.3,3.9351692484222602,37.895027624309385,0.1038439472174412
AREA V - INA,FABRICANTE 2,CONFEITO,2015-01-01,4.6,172.3,98.0,1.7581632653061225,37.45652173913044,0.046938775510204075
AREA V - INA,FABRICANTE 2,CONFEITO,2015-02-01,6.5,238.2,151.9,1.5681369321922316,36.646153846153844,0.04279131007241606
AREA V - INA,FABRICANTE 2,CONFEITO,2015-03-01,8.0,288.0,180.3,1.5973377703826954,36.0,0.04437049362174154
AREA V - INA,FABRICANTE 2,CONFEITO,2015-04-01,7.1,259.6,126.7,2.0489344909234415,36.563380281690144,0.05603788476716653
AREA V - INA,FABRICANTE 2,CONFEITO,2015-05-01,8.1,276.5,137.2,2.0153061224489797,34.135802469135804,0.05903790087463557
AREA V - INA,FABRICANTE 2,CONFEITO,2015-06-01,8.6,296.9,161.5,1.838390092879257,34.52325581395349,0.053250773993808044
AREA V - INA,FABRICANTE 2,CONFEITO,2015-07-01,9.8,358.7,196.2,1.8282364933741082,36.60204081632653,0.049949031600407756
AREA V - INA,FABRICANTE 2,CONFEITO,2015-08-01,10.8,393.5,206.3,1.9074163839069316,36.43518518518518,0.0523509452253999
AREA V - INA,FABRICANTE 2,CONFEITO,2015-09-01,11.1,418.6,216.4,1.9343807763401109,37.711711711711715,0.05129390018484288
AREA V - INA,FABRICANTE 2,CONFEITO,2015-10-01,11.5,440.4,244.2,1.8034398034398034,38.29565217391304,0.047092547092547093
AREA V - INA,FABRICANTE 2,CONFEITO,2015-11-01,11.7,448.7,232.0,1.934051724137931,38.35042735042735,0.05043103448275862
AREA V - INA,FABRICANTE 2,CONFEITO,2015-12-01,14.4,539.6,309.6,1.742894056847545,37.47222222222222,0.046511627906976744
AREA V - INA,FABRICANTE 2,CONFEITO,2016-01-01,12.7,501.8,261.5,1.9189292543021033,39.51181102362205,0.04856596558317399
AREA V - INA,FABRICANTE 2,CONFEITO,2016-02-01,13.0,493.0,252.3,1.954022988505747,37.92307692307692,0.051525961157352355
AREA V - INA,FABRICANTE 2,CONFEITO,2016-03-01,12.2,488.9,267.7,1.8262980948823309,40.07377049180328,0.04557340306313037
AREA V - INA,FABRICANTE 2,CONFEITO,2016-04-01,10.0,419.2,207.7,2.0182956186807894,41.92,0.04814636494944632
AREA V - INA,FABRICANTE 2,CONFEITO,2016-05-01,10.7,441.2,234.9,1.878246062154108,41.23364485981308,0.045551298424861636
AREA V - INA,FABRICANTE 2,CONFEITO,2016-06-01,11.3,454.4,245.3,1.8524256013045248,40.21238938053097,0.04606604158173665
AREA V - INA,FABRICANTE 2,CONFEITO,2016-07-01,11.8,470.9,249.2,1.8896468699839486,39.90677966101695,0.04735152487961477
AREA V - INA,FABRICANTE 2,CONFEITO,2016-08-01,11.7,470.1,255.0,1.8435294117647059,40.17948717948718,0.045882352941176464
AREA V - INA,FABRICANTE 2,CONFEITO,2016-09-01,11.6,466.0,241.6,1.9288079470198676,40.17241379310345,0.048013245033112585
AREA V - INA,FABRICANTE 2,CONFEITO,2016-10-01,11.0,471.1,225.9,2.085436033643205,42.82727272727273,0.04869411243913236
AREA V - INA,FABRICANTE 2,CONFEITO,2016-11-01,12.0,514.4,223.1,2.3056925145674585,42.86666666666667,0.053787539220080685
AREA V - INA,FABRICANTE 2,CONFEITO,2016-12-01,10.8,468.3,195.2,2.399077868852459,43.36111111111111,0.05532786885245902
AREA V - INA,FABRICANTE 3,BOMBOM,2015-01-01,0.2,22.2,1.9,11.68421052631579,110.99999999999999,0.10526315789473685
AREA V - INA,FABRICANTE 3,BOMBOM,2015-02-01,0.1,4.6,0.4,11.499999999999998,45.99999999999999,0.25
AREA V - INA,FABRICANTE 3,BOMBOM,2015-03-01,0.1,5.8,0.5,11.6,57.99999999999999,0.2
AREA V - INA,FABRICANTE 3,BOMBOM,2015-04-01,0.1,7.8,0.7,11.142857142857144,78.0,0.14285714285714288
AREA V - INA,FABRICANTE 3,BOMBOM,2015-05-01,0.2,5.8,1.5,3.8666666666666667,28.999999999999996,0.13333333333333333
AREA V - INA,FABRICANTE 3,BOMBOM,2015-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2015-07-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2015-08-01,0.0,4.6,0.2,22.999999999999996,inf,0.0
AREA V - INA,FABRICANTE 3,BOMBOM,2015-09-01,0.0,5.2,0.2,26.0,inf,0.0
AREA V - INA,FABRICANTE 3,BOMBOM,2015-10-01,0.0,3.4,0.2,17.0,inf,0.0
AREA V - INA,FABRICANTE 3,BOMBOM,2015-11-01,0.0,2.2,0.1,22.0,inf,0.0
AREA V - INA,FABRICANTE 3,BOMBOM,2015-12-01,0.0,4.1,0.1,40.99999999999999,inf,0.0
AREA V - INA,FABRICANTE 3,BOMBOM,2016-01-01,0.0,2.2,0.1,22.0,inf,0.0
AREA V - INA,FABRICANTE 3,BOMBOM,2016-02-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-03-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-04-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-05-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-07-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-08-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-09-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-10-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-11-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,BOMBOM,2016-12-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-01-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-02-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-03-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-04-01,0.0,2.7,0.4,6.75,inf,0.0
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-05-01,0.0,2.1,0.3,7.000000000000001,inf,0.0
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-06-01,0.1,4.0,0.5,8.0,40.0,0.2
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-07-01,0.0,2.8,0.3,9.333333333333334,inf,0.0
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-08-01,0.1,8.2,0.8,10.249999999999998,81.99999999999999,0.125
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-09-01,0.1,4.7,0.5,9.4,47.0,0.2
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-10-01,0.0,2.9,0.3,9.666666666666666,inf,0.0
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-11-01,0.0,2.5,0.2,12.5,inf,0.0
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2015-12-01,0.0,2.1,0.2,10.5,inf,0.0
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-01-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-02-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-03-01,0.0,0.4,0.1,4.0,inf,0.0
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-04-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-05-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-07-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-08-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-09-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-10-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-11-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,FORMATO VARIADO,2016-12-01,0.4,25.9,2.8,9.25,64.74999999999999,0.14285714285714288
AREA V - INA,FABRICANTE 3,TABLETE,2015-01-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2015-02-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2015-03-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2015-04-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2015-05-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2015-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2015-07-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2015-08-01,0.0,0.9,0.1,9.0,inf,0.0
AREA V - INA,FABRICANTE 3,TABLETE,2015-09-01,0.0,2.4,0.1,23.999999999999996,inf,0.0
AREA V - INA,FABRICANTE 3,TABLETE,2015-10-01,0.1,1.9,0.6,3.1666666666666665,18.999999999999996,0.16666666666666669
AREA V - INA,FABRICANTE 3,TABLETE,2015-11-01,0.0,0.9,0.1,9.0,inf,0.0
AREA V - INA,FABRICANTE 3,TABLETE,2015-12-01,0.0,0.7,0.1,6.999999999999999,inf,0.0
AREA V - INA,FABRICANTE 3,TABLETE,2016-01-01,0.0,0.3,0.1,2.9999999999999996,inf,0.0
AREA V - INA,FABRICANTE 3,TABLETE,2016-02-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-03-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-04-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-05-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-06-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-07-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-08-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-09-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-10-01,0.0,0.0,0.0,,,
AREA V - INA,FABRICANTE 3,TABLETE,2016-11-01,0.0,0.9,0.1,9.0,inf,0.0
AREA V - INA,FABRICANTE 3,TABLETE,2016-12-01,0.0,0.8,0.1,8.0,inf,0.0
AREA V - INA,FABRICANTE 4,BOMBOM,2015-01-01,24.4,3050.0,355.7,8.574641551869552,125.00000000000001,0.06859713241495642
AREA V - INA,FABRICANTE 4,BOMBOM,2015-02-01,12.4,1619.7,239.6,6.760016694490818,130.6209677419355,0.05175292153589316
AREA V - INA,FABRICANTE 4,BOMBOM,2015-03-01,21.6,2730.9,432.9,6.308385308385309,126.43055555555556,0.0498960498960499
AREA V - INA,FABRICANTE 4,BOMBOM,2015-04-01,73.0,8607.0,780.4,11.028959507944645,117.9041095890411,0.09354177344951307
AREA V - INA,FABRICANTE 4,BOMBOM,2015-05-01,23.3,2929.6,427.6,6.851262862488306,125.73390557939913,0.05449017773620206
AREA V - INA,FABRICANTE 4,BOMBOM,2015-06-01,25.9,3263.8,411.8,7.925692083535697,126.01544401544403,0.0628946090335114
AREA V - INA,FABRICANTE 4,BOMBOM,2015-07-01,17.2,2219.0,336.8,6.5884798099762465,129.01162790697674,0.0510688836104513
AREA V - INA,FABRICANTE 4,BOMBOM,2015-08-01,14.7,1948.3,274.4,7.100218658892128,132.5374149659864,0.053571428571428575
AREA V - INA,FABRICANTE 4,BOMBOM,2015-09-01,14.5,1950.8,286.6,6.806699232379622,134.53793103448277,0.05059316120027913
AREA V - INA,FABRICANTE 4,BOMBOM,2015-10-01,13.8,1862.5,275.7,6.755531374682627,134.96376811594203,0.05005440696409141
AREA V - INA,FABRICANTE 4,BOMBOM,2015-11-01,10.3,1475.0,218.2,6.7598533455545375,143.20388349514562,0.04720439963336389
AREA V - INA,FABRICANTE 4,BOMBOM,2015-12-01,17.1,2436.0,318.9,7.638758231420509,142.45614035087718,0.05362182502351835
AREA V - INA,FABRICANTE 4,BOMBOM,2016-01-01,19.2,2808.9,269.1,10.438127090301002,146.296875,0.07134894091415829
AREA V - INA,FABRICANTE 4,BOMBOM,2016-02-01,10.5,1587.3,207.8,7.638594802694898,151.17142857142858,0.0505293551491819
AREA V - INA,FABRICANTE 4,BOMBOM,2016-03-01,20.9,3085.2,342.0,9.021052631578947,147.61722488038276,0.06111111111111111
AREA V - INA,FABRICANTE 4,BOMBOM,2016-04-01,40.8,5765.2,472.3,12.20664831674783,141.30392156862746,0.0863857717552403
AREA V - INA,FABRICANTE 4,BOMBOM,2016-05-01,16.9,2412.2,263.4,9.15793470007593,142.7337278106509,0.06416097190584662
AREA V - INA,FABRICANTE 4,BOMBOM,2016-06-01,15.5,2342.8,254.8,9.194662480376767,151.1483870967742,0.0608320251177394
AREA V - INA,FABRICANTE 4,BOMBOM,2016-07-01,10.8,1639.5,200.4,8.181137724550897,151.80555555555554,0.05389221556886228
AREA V - INA,FABRICANTE 4,BOMBOM,2016-08-01,10.3,1601.7,210.7,7.601803512102516,155.50485436893203,0.04888467014712863
AREA V - INA,FABRICANTE 4,BOMBOM,2016-09-01,10.2,1529.5,206.2,7.417555771096024,149.95098039215688,0.049466537342386034
AREA V - INA,FABRICANTE 4,BOMBOM,2016-10-01,10.4,1565.1,189.3,8.26782884310618,150.4903846153846,0.05493924986793449
AREA V - INA,FABRICANTE 4,BOMBOM,2016-11-01,9.1,1431.1,209.4,6.834288443170964,157.26373626373626,0.0434574976122254
AREA V - INA,FABRICANTE 4,BOMBOM,2016-12-01,15.9,2589.6,274.1,9.447646844217438,162.86792452830187,0.05800802626778548
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-01-01,7.4,777.4,359.8,2.160644802668149,105.05405405405405,0.02056698165647582
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-02-01,7.1,742.5,347.3,2.1379211056723295,104.5774647887324,0.020443420673769076
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-03-01,9.3,915.6,431.8,2.1204261232051875,98.45161290322581,0.021537748957850857
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-04-01,11.0,1068.6,502.7,2.1257211060274517,97.14545454545454,0.02188183807439825
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-05-01,14.1,1373.4,659.6,2.082171012734991,97.40425531914894,0.021376591873862948
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-06-01,14.4,1432.7,682.2,2.1001172676634416,99.49305555555556,0.021108179419525065
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-07-01,14.7,1495.4,695.3,2.150726305192004,101.72789115646259,0.021141953113763844
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-08-01,12.8,1349.6,604.0,2.234437086092715,105.43749999999999,0.02119205298013245
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-09-01,12.4,1373.9,586.3,2.3433395872420264,110.79838709677419,0.021149582125191885
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-10-01,9.9,1089.2,470.7,2.3140004248990866,110.02020202020202,0.021032504780114723
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-11-01,10.5,1203.8,501.1,2.4023149072041505,114.64761904761905,0.020953901416882855
AREA V - INA,FABRICANTE 4,CANDY BAR,2015-12-01,10.4,1208.6,497.6,2.428858520900321,116.21153846153845,0.02090032154340836
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-01-01,8.9,1041.8,423.2,2.4617202268431,117.0561797752809,0.021030245746691874
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-02-01,7.5,881.0,365.3,2.411716397481522,117.46666666666667,0.02053107035313441
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-03-01,9.4,1123.1,457.3,2.455937021648808,119.4787234042553,0.020555434069538598
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-04-01,10.6,1222.2,517.1,2.363566041384645,115.30188679245283,0.020498936375942755
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-05-01,9.3,1195.6,448.5,2.6657748049052397,128.5591397849462,0.02073578595317726
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-06-01,9.3,1206.2,445.8,2.705697622252131,129.69892473118279,0.020861372812920595
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-07-01,9.4,1225.7,452.3,2.709927039575503,130.39361702127658,0.020782666371877073
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-08-01,10.2,1323.7,484.4,2.7326589595375723,129.77450980392157,0.021056977704376548
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-09-01,9.8,1287.4,466.4,2.760291595197256,131.3673469387755,0.021012006861063467
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-10-01,7.7,1036.3,369.1,2.807640205906258,134.58441558441558,0.020861555134109998
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-11-01,7.2,993.7,344.4,2.8853077816492454,138.01388888888889,0.020905923344947737
AREA V - INA,FABRICANTE 4,CANDY BAR,2016-12-01,5.8,814.3,274.4,2.9675655976676385,140.39655172413794,0.021137026239067058
AREA V - INA,FABRICANTE 4,OVINHO,2015-01-01,17.8,3632.9,891.2,4.07641382405745,204.09550561797752,0.019973070017953322
AREA V - INA,FABRICANTE 4,OVINHO,2015-02-01,16.3,3313.5,814.6,4.067640559783943,203.28220858895705,0.02000982077093052
AREA V - INA,FABRICANTE 4,OVINHO,2015-03-01,19.2,3897.0,962.0,4.050935550935551,202.96875,0.019958419958419956
AREA V - INA,FABRICANTE 4,OVINHO,2015-04-01,21.9,4494.8,1097.0,4.09735642661805,205.24200913242012,0.019963536918869644
AREA V - INA,FABRICANTE 4,OVINHO,2015-05-01,21.0,4338.6,1051.9,4.124536552904268,206.60000000000002,0.019963874893050668
